fault_id|spn|fmi|oem_make|oem_code|controller|short_description|fault_family|detailed_technical_explanation|source_id|source_url|source_page|source_doc|fix_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
3381|787|6|Eaton|570|Transmission|Transmission inertia brake solenoid circuit shorted to ground, current too high|hdt_inertia_brake_solenoid|SPN 787 (Transmission inertia brake solenoid) with FMI 6 (Current too high; short to ground) is set by the Transmission when the driveline inertia brake solenoid, used to slow the countershaft for clutchless upshifts, reads an electrical fault, an out-of-range response, or fails a calibration check.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 570: Inertia Brake Solenoid (A5)|TRTS0950 Endurant HD fault code index|13021|Inspect and clean the inertia brake solenoid connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the solenoid connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
3381|787|6|Eaton|570|Transmission|Transmission inertia brake solenoid circuit shorted to ground, current too high|hdt_inertia_brake_solenoid|SPN 787 (Transmission inertia brake solenoid) with FMI 6 (Current too high; short to ground) is set by the Transmission when the driveline inertia brake solenoid, used to slow the countershaft for clutchless upshifts, reads an electrical fault, an out-of-range response, or fails a calibration check.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 570: Inertia Brake Solenoid (A5)|TRTS0950 Endurant HD fault code index|13022|Replace the inertia brake solenoid|3|Dealer / specialist|200.0|500.0|1.5|1. Tag and disconnect the air line and wiring • 2. Remove and replace the solenoid • 3. Reconnect, leak-check the fitting and clear codes
3381|787|6|Eaton|570|Transmission|Transmission inertia brake solenoid circuit shorted to ground, current too high|hdt_inertia_brake_solenoid|SPN 787 (Transmission inertia brake solenoid) with FMI 6 (Current too high; short to ground) is set by the Transmission when the driveline inertia brake solenoid, used to slow the countershaft for clutchless upshifts, reads an electrical fault, an out-of-range response, or fails a calibration check.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 570: Inertia Brake Solenoid (A5)|TRTS0950 Endurant HD fault code index|13023|Run the inertia brake relearn procedure with ServiceRanger|4|Dealer / specialist|0.0|0.0|0.8|1. Connect ServiceRanger and select the inertia brake calibration routine • 2. Follow the guided sequence with the engine running • 3. Verify learned values are within spec and clear codes
3446|1321|4|Eaton|120|Transmission|Starter enable relay circuit voltage low (shorted to ground)|hdt_start_enable_relay|SPN 1321 (Starter enable relay circuit) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when the TECU-controlled relay that enables engine cranking only in neutral reads an open or shorted drive circuit, or is mechanically stuck.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 120: Start Enable Relay|TRTS0960 Endurant XD fault code index|13284|Inspect and clean the start enable relay socket and TECU-side connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, remove the relay and inspect the socket terminals for corrosion • 2. Check the TECU-side connector pins • 3. Clean, apply dielectric grease and reseat
3446|1321|4|Eaton|120|Transmission|Starter enable relay circuit voltage low (shorted to ground)|hdt_start_enable_relay|SPN 1321 (Starter enable relay circuit) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when the TECU-controlled relay that enables engine cranking only in neutral reads an open or shorted drive circuit, or is mechanically stuck.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 120: Start Enable Relay|TRTS0960 Endurant XD fault code index|13285|Test the relay coil drive circuit for opens or shorts|2|Fleet technician|10.0|60.0|1.0|1. With the relay removed, back-probe the coil drive circuit at the TECU connector • 2. Check for continuity to the relay socket and for shorts to power/ground • 3. Repair any chafed or open wiring found
3446|1321|4|Eaton|120|Transmission|Starter enable relay circuit voltage low (shorted to ground)|hdt_start_enable_relay|SPN 1321 (Starter enable relay circuit) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when the TECU-controlled relay that enables engine cranking only in neutral reads an open or shorted drive circuit, or is mechanically stuck.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 120: Start Enable Relay|TRTS0960 Endurant XD fault code index|13286|Replace the neutral start enable relay|3|Fleet technician|15.0|80.0|0.5|1. Confirm the relay coil and contacts fail a bench test • 2. Replace with an equivalent-rated relay • 3. Reseat, clear codes and verify cranking only occurs in neutral
3446|1321|4|Eaton|120|Transmission|Starter enable relay circuit voltage low (shorted to ground)|hdt_start_enable_relay|SPN 1321 (Starter enable relay circuit) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when the TECU-controlled relay that enables engine cranking only in neutral reads an open or shorted drive circuit, or is mechanically stuck.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 120: Start Enable Relay|TRTS0960 Endurant XD fault code index|13287|Verify relay contacts close and the starter circuit completes when neutral is confirmed|4|Fleet technician|0.0|30.0|0.5|1. With neutral confirmed on the dash/ServiceRanger, listen/feel for the relay to click • 2. Verify voltage reaches the starter solenoid when cranking is attempted • 3. Trace and repair the starter circuit if voltage does not reach it
3511|3452|13|Eaton|900|Transmission|PTO 1 request signal stored calibration values are out of range|hdt_pto_request_switch|SPN 3452 (PTO 1 request signal) with FMI 13 (Calibration data outside limits) is set by the Transmission when the driver's PTO request input (a dash switch or multiplexed request) reads a circuit fault, a calibration issue, or a message that is not arriving at the expected rate.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 900: PTO 1 Request|TRTS0960 Endurant XD fault code index|13553|Verify PTO configuration parameters in ServiceRanger match the installed PTO|1|Dealer / specialist|0.0|150.0|1.0|1. Connect ServiceRanger and open the PTO configuration screen • 2. Compare enabled PTO type/position against the installed hardware • 3. Correct and reprogram if mismatched
3511|3452|13|Eaton|900|Transmission|PTO 1 request signal stored calibration values are out of range|hdt_pto_request_switch|SPN 3452 (PTO 1 request signal) with FMI 13 (Calibration data outside limits) is set by the Transmission when the driver's PTO request input (a dash switch or multiplexed request) reads a circuit fault, a calibration issue, or a message that is not arriving at the expected rate.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 900: PTO 1 Request|TRTS0960 Endurant XD fault code index|13554|Replace the PTO request switch|2|Fleet technician|30.0|120.0|0.8|1. Remove the dash trim to access the switch • 2. Disconnect and replace the switch • 3. Reinstall, clear codes and verify the request in ServiceRanger live data
3511|3452|13|Eaton|900|Transmission|PTO 1 request signal stored calibration values are out of range|hdt_pto_request_switch|SPN 3452 (PTO 1 request signal) with FMI 13 (Calibration data outside limits) is set by the Transmission when the driver's PTO request input (a dash switch or multiplexed request) reads a circuit fault, a calibration issue, or a message that is not arriving at the expected rate.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 900: PTO 1 Request|TRTS0960 Endurant XD fault code index|13555|Inspect and clean the PTO request switch connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the switch connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
3511|3452|13|Eaton|900|Transmission|PTO 1 request signal stored calibration values are out of range|hdt_pto_request_switch|SPN 3452 (PTO 1 request signal) with FMI 13 (Calibration data outside limits) is set by the Transmission when the driver's PTO request input (a dash switch or multiplexed request) reads a circuit fault, a calibration issue, or a message that is not arriving at the expected rate.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 900: PTO 1 Request|TRTS0960 Endurant XD fault code index|13556|Test the PTO request switch signal circuit for a short to ground or intermittent contact|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the request signal circuit at the TECU connector • 2. Operate the switch while monitoring the signal for a clean transition • 3. Repair chafed wiring or replace an intermittent switch
3511|3452|13|Eaton|900|Transmission|PTO 1 request signal stored calibration values are out of range|hdt_pto_request_switch|SPN 3452 (PTO 1 request signal) with FMI 13 (Calibration data outside limits) is set by the Transmission when the driver's PTO request input (a dash switch or multiplexed request) reads a circuit fault, a calibration issue, or a message that is not arriving at the expected rate.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 900: PTO 1 Request|TRTS0960 Endurant XD fault code index|13557|Verify the PTO request message is present and updating at the expected rate|5|Fleet technician|0.0|0.0|0.5|1. Connect ServiceRanger and confirm the PTO request message is present and updating at the expected rate • 2. Check the request circuit's network wiring and termination before assuming a hardware fault • 3. Only replace the switch if the message stays absent or corrupted after the wiring check
3576|3457|14|Eaton|915|Transmission|PTO 2 engage signal flagged under a manufacturer-specific fault condition|hdt_pto_engage_solenoid|SPN 3457 (PTO 2 engage signal) with FMI 14 (See manufacturer-specific instructions) is set by the Transmission when the PTO engagement air solenoid reads an electrical fault (open, short, out-of-range) or the PTO fails to mechanically engage as commanded.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 915: PTO 2 Engage|TRTS0950 Endurant HD fault code index|13846|Replace the PTO engage solenoid|1|Fleet technician|150.0|400.0|1.2|1. Tag and disconnect the air line and wiring from the solenoid • 2. Remove and replace the solenoid • 3. Reconnect, leak-check the fitting and clear codes
3576|3457|14|Eaton|915|Transmission|PTO 2 engage signal flagged under a manufacturer-specific fault condition|hdt_pto_engage_solenoid|SPN 3457 (PTO 2 engage signal) with FMI 14 (See manufacturer-specific instructions) is set by the Transmission when the PTO engagement air solenoid reads an electrical fault (open, short, out-of-range) or the PTO fails to mechanically engage as commanded.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 915: PTO 2 Engage|TRTS0950 Endurant HD fault code index|13847|Inspect and clean the PTO engage solenoid connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the solenoid connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
3576|3457|14|Eaton|915|Transmission|PTO 2 engage signal flagged under a manufacturer-specific fault condition|hdt_pto_engage_solenoid|SPN 3457 (PTO 2 engage signal) with FMI 14 (See manufacturer-specific instructions) is set by the Transmission when the PTO engagement air solenoid reads an electrical fault (open, short, out-of-range) or the PTO fails to mechanically engage as commanded.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 915: PTO 2 Engage|TRTS0950 Endurant HD fault code index|13848|Test the PTO engage solenoid coil and drive circuit|3|Fleet technician|5.0|60.0|1.0|1. Measure coil resistance against spec with the connector disconnected • 2. Back-probe the drive circuit for opens or shorts • 3. Repair chafed wiring or a failed TECU driver
3576|3457|14|Eaton|915|Transmission|PTO 2 engage signal flagged under a manufacturer-specific fault condition|hdt_pto_engage_solenoid|SPN 3457 (PTO 2 engage signal) with FMI 14 (See manufacturer-specific instructions) is set by the Transmission when the PTO engagement air solenoid reads an electrical fault (open, short, out-of-range) or the PTO fails to mechanically engage as commanded.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 915: PTO 2 Engage|TRTS0950 Endurant HD fault code index|13849|Check PTO gear engagement, air supply pressure and the shift fork for binding|4|Dealer / specialist|100.0|800.0|2.0|1. Verify supply air is at or above 100 psi at the PTO solenoid • 2. With the PTO disengaged and safe to access, check gear engagement and shift fork travel for binding • 3. Clear binding, repair the fork if worn and re-verify engagement
3641|3651|13|Eaton|122|Transmission|Primary automatic drive selector (ADS) signal stored calibration values are out of range|hdn_received_ads_cruise_data|SPN 3651 (Primary automatic drive selector (ADS) signal) with FMI 13 (Calibration data outside limits) is set by the Transmission when a value from the cruise control or Automated Driving System (ADS) stops arriving at the expected rate or fails validation -- a primary/secondary ADS command, an ADS operation-status report, or a cruise resume/pause command. The Transmission only receives this value over the network rather than generating it directly, so the fault is a link problem until the sending controller's own diagnostics say otherwise: check the ADS/cruise source controller for its own active codes and confirm it is still transmitting before assuming the Transmission itself has failed.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 122: Primary ADS|TRTS0950 Endurant HD fault code index|14147|Reconfigure the receiving controller's expected-source parameters|1|Dealer / specialist|0.0|150.0|1.0|1. Connect the OEM service tool to the receiving controller • 2. Check its expected-source and parameter configuration against the OEM specification for this chassis • 3. Reprogram or update as needed, clear codes, and confirm the value now arrives at the expected rate
3641|3651|13|Eaton|122|Transmission|Primary automatic drive selector (ADS) signal stored calibration values are out of range|hdn_received_ads_cruise_data|SPN 3651 (Primary automatic drive selector (ADS) signal) with FMI 13 (Calibration data outside limits) is set by the Transmission when a value from the cruise control or Automated Driving System (ADS) stops arriving at the expected rate or fails validation -- a primary/secondary ADS command, an ADS operation-status report, or a cruise resume/pause command. The Transmission only receives this value over the network rather than generating it directly, so the fault is a link problem until the sending controller's own diagnostics say otherwise: check the ADS/cruise source controller for its own active codes and confirm it is still transmitting before assuming the Transmission itself has failed.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 122: Primary ADS|TRTS0950 Endurant HD fault code index|14148|Inspect connectors on the source controller and the shared backbone|2|Fleet technician|0.0|20.0|0.5|1. Key off, inspect the ADS/cruise source controller's connector and the nearest backbone/drop-line connector • 2. Check for corrosion, bent pins or a partially seated connector • 3. Clean, reseat, clear codes and retest
3641|3651|13|Eaton|122|Transmission|Primary automatic drive selector (ADS) signal stored calibration values are out of range|hdn_received_ads_cruise_data|SPN 3651 (Primary automatic drive selector (ADS) signal) with FMI 13 (Calibration data outside limits) is set by the Transmission when a value from the cruise control or Automated Driving System (ADS) stops arriving at the expected rate or fails validation -- a primary/secondary ADS command, an ADS operation-status report, or a cruise resume/pause command. The Transmission only receives this value over the network rather than generating it directly, so the fault is a link problem until the sending controller's own diagnostics say otherwise: check the ADS/cruise source controller for its own active codes and confirm it is still transmitting before assuming the Transmission itself has failed.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 122: Primary ADS|TRTS0950 Endurant HD fault code index|14149|Verify source controller power/ground and backbone termination|3|Fleet technician|5.0|40.0|1.0|1. Back-probe the source controller's power and ground pins and confirm battery voltage and a clean ground • 2. With the bus powered down, measure 60 ohms across CAN H/CAN L to confirm backbone termination is intact • 3. Repair any open, shorted or corroded wiring found
3641|3651|13|Eaton|122|Transmission|Primary automatic drive selector (ADS) signal stored calibration values are out of range|hdn_received_ads_cruise_data|SPN 3651 (Primary automatic drive selector (ADS) signal) with FMI 13 (Calibration data outside limits) is set by the Transmission when a value from the cruise control or Automated Driving System (ADS) stops arriving at the expected rate or fails validation -- a primary/secondary ADS command, an ADS operation-status report, or a cruise resume/pause command. The Transmission only receives this value over the network rather than generating it directly, so the fault is a link problem until the sending controller's own diagnostics say otherwise: check the ADS/cruise source controller for its own active codes and confirm it is still transmitting before assuming the Transmission itself has failed.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 122: Primary ADS|TRTS0950 Endurant HD fault code index|14150|Confirm the ADS/cruise source controller is transmitting and check its own active codes|4|Fleet technician|0.0|0.0|0.8|1. Connect a J1939 scan tool and confirm the ADS or cruise-control source controller is present on the bus and broadcasting the expected PGN • 2. Read that controller's own fault codes; an active source-side fault often explains why the command/status is missing or invalid downstream • 3. If the source controller shows no fault and is transmitting normally, proceed to the link and receiving-controller checks
3706|3960|4|Eaton|983|Transmission|Auxiliary transmission range switch circuit voltage low (shorted to ground)|hdt_auxiliary_trans_status|SPN 3960 (Auxiliary transmission range switch) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when the driver's auxiliary range-select switch reads a circuit fault, a calibration issue, or the TECU's confirmed auxiliary gear status message is not arriving at the expected rate or does not match the commanded range.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 983: Auxiliary Trans Range Switch|TRTS0960 Endurant XD fault code index|14437|Inspect and clean the range switch connector|1|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the switch connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
3706|3960|4|Eaton|983|Transmission|Auxiliary transmission range switch circuit voltage low (shorted to ground)|hdt_auxiliary_trans_status|SPN 3960 (Auxiliary transmission range switch) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when the driver's auxiliary range-select switch reads a circuit fault, a calibration issue, or the TECU's confirmed auxiliary gear status message is not arriving at the expected rate or does not match the commanded range.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 983: Auxiliary Trans Range Switch|TRTS0960 Endurant XD fault code index|14438|Test the range switch signal circuit for a short to ground|2|Fleet technician|5.0|60.0|1.0|1. Back-probe the switch signal circuit at the TECU connector • 2. Operate the switch through its positions while monitoring the signal • 3. Repair chafed wiring or replace a contact that does not toggle cleanly
3706|3960|4|Eaton|983|Transmission|Auxiliary transmission range switch circuit voltage low (shorted to ground)|hdt_auxiliary_trans_status|SPN 3960 (Auxiliary transmission range switch) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when the driver's auxiliary range-select switch reads a circuit fault, a calibration issue, or the TECU's confirmed auxiliary gear status message is not arriving at the expected rate or does not match the commanded range.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 983: Auxiliary Trans Range Switch|TRTS0960 Endurant XD fault code index|14439|Replace the range select switch|3|Fleet technician|30.0|120.0|0.8|1. Remove the dash/console trim to access the switch • 2. Disconnect and replace the switch • 3. Reinstall, clear codes and verify operation in ServiceRanger live data
3706|3960|4|Eaton|983|Transmission|Auxiliary transmission range switch circuit voltage low (shorted to ground)|hdt_auxiliary_trans_status|SPN 3960 (Auxiliary transmission range switch) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when the driver's auxiliary range-select switch reads a circuit fault, a calibration issue, or the TECU's confirmed auxiliary gear status message is not arriving at the expected rate or does not match the commanded range.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 983: Auxiliary Trans Range Switch|TRTS0960 Endurant XD fault code index|14440|Verify auxiliary transmission configuration in ServiceRanger and update if needed|4|Dealer / specialist|0.0|150.0|1.0|1. Connect ServiceRanger and check the auxiliary transmission configuration parameters • 2. Correct any mismatch against the installed hardware • 3. Update TECU software if a related bulletin exists
3706|3960|4|Eaton|983|Transmission|Auxiliary transmission range switch circuit voltage low (shorted to ground)|hdt_auxiliary_trans_status|SPN 3960 (Auxiliary transmission range switch) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when the driver's auxiliary range-select switch reads a circuit fault, a calibration issue, or the TECU's confirmed auxiliary gear status message is not arriving at the expected rate or does not match the commanded range.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 983: Auxiliary Trans Range Switch|TRTS0960 Endurant XD fault code index|14441|Verify the auxiliary transmission range status message is present and updating at the expected rate|5|Fleet technician|0.0|0.0|0.5|1. Connect ServiceRanger and confirm the auxiliary transmission range status message is present and updating at the expected rate • 2. Check the switch circuit's network wiring and termination before assuming a hardware fault • 3. Only replace the switch if the message stays absent or corrupted after the wiring check
3771|4219|1|Eaton|275|Transmission|Shift rail B position sensor reading below the normal range|hdt_rail_position_sensor|SPN 4219 (Shift rail B position sensor) with FMI 1 (Reading in-range but far too low) is set by the Transmission when a shift rail position sensor reads out of range, erratic, drifting, or an open/shorted circuit, so the TECU cannot confirm which rail position (gear) is actually selected.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 275: Rail B Position|TRTS0950 Endurant HD fault code index|14713|Inspect the shift fork, rail and synchronizer for wear or binding|1|Dealer / specialist|300.0|2000.0|3.0|1. Remove the housing cover for the affected rail • 2. Check the shift fork, rail bore and synchronizer for wear, scoring or binding • 3. Repair or replace worn components and re-verify rail travel
3771|4219|1|Eaton|275|Transmission|Shift rail B position sensor reading below the normal range|hdt_rail_position_sensor|SPN 4219 (Shift rail B position sensor) with FMI 1 (Reading in-range but far too low) is set by the Transmission when a shift rail position sensor reads out of range, erratic, drifting, or an open/shorted circuit, so the TECU cannot confirm which rail position (gear) is actually selected.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 275: Rail B Position|TRTS0950 Endurant HD fault code index|14714|Replace the rail position sensor|2|Fleet technician|60.0|200.0|1.0|1. Remove the cover over the affected rail • 2. Remove and replace the position sensor, following Eaton's air-gap or torque spec • 3. Reinstall the cover, clear codes and verify live data
3771|4219|1|Eaton|275|Transmission|Shift rail B position sensor reading below the normal range|hdt_rail_position_sensor|SPN 4219 (Shift rail B position sensor) with FMI 1 (Reading in-range but far too low) is set by the Transmission when a shift rail position sensor reads out of range, erratic, drifting, or an open/shorted circuit, so the TECU cannot confirm which rail position (gear) is actually selected.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 275: Rail B Position|TRTS0950 Endurant HD fault code index|14715|Inspect and clean the rail position sensor connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the sensor connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
3771|4219|1|Eaton|275|Transmission|Shift rail B position sensor reading below the normal range|hdt_rail_position_sensor|SPN 4219 (Shift rail B position sensor) with FMI 1 (Reading in-range but far too low) is set by the Transmission when a shift rail position sensor reads out of range, erratic, drifting, or an open/shorted circuit, so the TECU cannot confirm which rail position (gear) is actually selected.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 275: Rail B Position|TRTS0950 Endurant HD fault code index|14716|Test the position sensor signal and return circuits|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the signal and return pins at the TECU connector • 2. Check for reference voltage and continuity to the sensor • 3. Repair chafed or open conductors
3836|4220|16|Eaton|295|Transmission|Shift rail C position sensor reading moderately above the normal range|hdt_rail_position_sensor|SPN 4220 (Shift rail C position sensor) with FMI 16 (Moderately above normal range) is set by the Transmission when a shift rail position sensor reads out of range, erratic, drifting, or an open/shorted circuit, so the TECU cannot confirm which rail position (gear) is actually selected.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 295: Rail C Position|TRTS0950 Endurant HD fault code index|14973|Inspect the shift fork, rail and synchronizer for wear or binding|1|Dealer / specialist|300.0|2000.0|3.0|1. Remove the housing cover for the affected rail • 2. Check the shift fork, rail bore and synchronizer for wear, scoring or binding • 3. Repair or replace worn components and re-verify rail travel
3836|4220|16|Eaton|295|Transmission|Shift rail C position sensor reading moderately above the normal range|hdt_rail_position_sensor|SPN 4220 (Shift rail C position sensor) with FMI 16 (Moderately above normal range) is set by the Transmission when a shift rail position sensor reads out of range, erratic, drifting, or an open/shorted circuit, so the TECU cannot confirm which rail position (gear) is actually selected.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 295: Rail C Position|TRTS0950 Endurant HD fault code index|14974|Replace the rail position sensor|2|Fleet technician|60.0|200.0|1.0|1. Remove the cover over the affected rail • 2. Remove and replace the position sensor, following Eaton's air-gap or torque spec • 3. Reinstall the cover, clear codes and verify live data
3836|4220|16|Eaton|295|Transmission|Shift rail C position sensor reading moderately above the normal range|hdt_rail_position_sensor|SPN 4220 (Shift rail C position sensor) with FMI 16 (Moderately above normal range) is set by the Transmission when a shift rail position sensor reads out of range, erratic, drifting, or an open/shorted circuit, so the TECU cannot confirm which rail position (gear) is actually selected.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 295: Rail C Position|TRTS0950 Endurant HD fault code index|14975|Inspect and clean the rail position sensor connector|3|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the sensor connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
3836|4220|16|Eaton|295|Transmission|Shift rail C position sensor reading moderately above the normal range|hdt_rail_position_sensor|SPN 4220 (Shift rail C position sensor) with FMI 16 (Moderately above normal range) is set by the Transmission when a shift rail position sensor reads out of range, erratic, drifting, or an open/shorted circuit, so the TECU cannot confirm which rail position (gear) is actually selected.|eaton_trts0950|https://productinfo.serviceranger4.com/books/TRTS0950/lang/en-us/section/TS0950FCIndex|Fault Code 295: Rail C Position|TRTS0950 Endurant HD fault code index|14976|Test the position sensor signal and return circuits|4|Fleet technician|5.0|60.0|1.0|1. Back-probe the signal and return pins at the TECU connector • 2. Check for reference voltage and continuity to the sensor • 3. Repair chafed or open conductors
3901|5615|4|Eaton|512|Transmission|Clutch engage solenoid 2 circuit voltage low (shorted to ground)|hdt_clutch_engage_release_solenoid|SPN 5615 (Clutch engage solenoid 2) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when one of the clutch engage or release solenoids reads an open circuit, a short to power or ground, an out-of-range coil resistance, or fails to respond at the commanded frequency. These solenoids meter shop air to the clutch actuator, so an electrical fault here directly stops clutch engagement or release.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 512: Clutch Engage Solenoid 2 (C3) – Fine Vent|TRTS0960 Endurant XD fault code index|15233|Inspect and clean the solenoid connector and terminals|1|Fleet technician|0.0|20.0|0.5|1. Key off, disconnect the solenoid connector • 2. Check pins for corrosion and spread terminals • 3. Apply dielectric grease, reconnect and clear codes
3901|5615|4|Eaton|512|Transmission|Clutch engage solenoid 2 circuit voltage low (shorted to ground)|hdt_clutch_engage_release_solenoid|SPN 5615 (Clutch engage solenoid 2) with FMI 4 (Circuit voltage low / short to ground) is set by the Transmission when one of the clutch engage or release solenoids reads an open circuit, a short to power or ground, an out-of-range coil resistance, or fails to respond at the commanded frequency. These solenoids meter shop air to the clutch actuator, so an electrical fault here directly stops clutch engagement or release.|eaton_trts0960|https://productinfo.serviceranger4.com/books/TRTS0960/lang/en-us/section/TS0960FCIndex|Fault Code 512: Clutch Engage Solenoid 2 (C3) – Fine Vent|TRTS0960 Endurant XD fault code index|15234|Measure solenoid coil resistance and test the drive circuit|2|Fleet technician|5.0|60.0|1.0|1. Measure coil resistance against the Eaton spec with the connector disconnected • 2. Back-probe the drive circuit for opens or shorts to power/ground • 3. Repair chafed wiring or a failed TECU driver
